Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
05/07/2019 04:00,42.44,6937.18,5291.15,914.12,-718.75,Actual
05/07/2019 04:30,40.64,7164.12,5453.99,932.38,-761.11,Actual
05/07/2019 05:00,50.92,7266.78,5458.15,915.33,-873.13,Actual
05/07/2019 05:30,55.59,7410.14,5852.67,905.87,-641.98,Actual
05/07/2019 06:00,61.19,7570.5,6283.31,897.84,-386.43,Actual
05/07/2019 06:30,71.93,8308.77,7073.98,870.31,-357.54,Actual
05/07/2019 07:00,85.57,9021.24,7760.7,854.34,-382.03,Actual
05/07/2019 07:30,86.73,9366.54,8128.23,867.68,-344.17,Actual
05/07/2019 08:00,89.68,9677.03,8145.47,808.79,-699.89,Actual
05/07/2019 08:30,85.71,9646.33,7919.46,915.97,-793.07,Actual
05/07/2019 09:00,73.93,9342.57,7752.45,1019.65,-562.78,Actual
05/07/2019 09:30,73.6,9197.15,7597.33,1109.08,-482.77,Actual
05/07/2019 10:00,79.73,9095.63,7760.89,1097.17,-214.19,Actual
05/07/2019 10:30,77.45,9020.08,7598.81,1101.43,-298.88,Actual
05/07/2019 11:00,73.43,8883.9,7344.12,1133.44,-388.96,Actual
05/07/2019 11:30,64.93,8736.6,7198.56,1111.74,-417.07,Actual
05/07/2019 12:00,66.79,8656.97,7158.47,1070.13,-414.93,Actual
05/07/2019 12:30,71.14,8645.57,7158.41,1075.2,-395.53,Actual
05/07/2019 13:00,69.58,8537.7,7132.72,1071.52,-324.95,Actual
05/07/2019 13:30,65.72525,8476.86,7021.005,1051.975,-395.73,Forecast
05/07/2019 14:00,68.40279,8468.87,7043.004,1024.816,-389.83,Forecast
05/07/2019 14:30,68.42016,8482.35,7159.233,991.907,-318.6,Forecast
05/07/2019 15:00,74.50471,8525.3,7291.696,955.654,-262.11,Forecast
05/07/2019 15:30,71.84205,8598.17,7589.17,880.59,-122.45,Forecast
05/07/2019 16:00,74.78152,8802.32,7964.368,793.862,-36.79,Forecast
05/07/2019 16:30,76.1754,9074.61,8280.959,701.791,-77.93,Forecast
05/07/2019 17:00,79.89,9460.53,8673.082,589.698,-181.3,Forecast
05/07/2019 17:30,94.2,9955.33,9179.082,566.618,-192.88,Forecast
05/07/2019 18:00,105.82596,10346.93,9684.081,562.739,-89.54,Forecast
05/07/2019 18:30,103.14175,10407.74,9720.996,657.354,-14.79,Forecast
05/07/2019 19:00,99.4,10315.01,9599.215,670.065,-28.69,Forecast
05/07/2019 19:30,90.97355,10153.18,9371,686.82,-74.16,Forecast
05/07/2019 20:00,84.57949,9975.61,9077.003,700.797,-178.06,Forecast
05/07/2019 20:30,85.03,9829.59,8856.498,717.762,-237.47,Forecast
05/07/2019 21:00,80.34464,9680.2,8636.996,735.314,-284.85,Forecast
05/07/2019 21:30,77.75,9482.14,8412.852,753.788,-302.38,Forecast
05/07/2019 22:00,77.75,9285.99,8249.149,772.511,-248.32,Forecast
05/07/2019 22:30,77.75,9173.74,8046.673,783.027,-333.99,Forecast
05/07/2019 23:00,71.05944,8952.61,7842.881,789.289,-317.81,Forecast
05/07/2019 23:30,68.89,8784.73,7761.524,800.576,-221.99,Forecast
06/07/2019 00:00,68.89,8631.24,7446.736,813.364,-367.2,Forecast
06/07/2019 00:30,71.71048,8431.77,7202.999,823.121,-400.61,Forecast
06/07/2019 01:00,74.84505,8404.3,6874.997,828.333,-686.23,Forecast
06/07/2019 01:30,68.83997,8155.4,6389.549,825.571,-919.36,Forecast
06/07/2019 02:00,68,7898.26,5812.985,821.025,-1225.79,Forecast
06/07/2019 02:30,60.5238,7560.27,5619.995,820.525,-1087.07,Forecast
06/07/2019 03:00,52.51805,7296.63,5200.001,813.589,-1237.58,Forecast
06/07/2019 03:30,48.99,7061.7,5129.069,804.611,-1092.67,Forecast
06/07/2019 04:00,35.00014,6953.91,4888.479,799.261,-1220.52,Forecast
06/07/2019 04:30,35.00021,6864.88,4850.728,788.692,-1180.76,Forecast
06/07/2019 05:00,35.00021,6859.48,4844.179,784.331,-1183.78,Forecast
06/07/2019 05:30,35.00021,6934.03,5025.326,777.244,-1086.83,Forecast
06/07/2019 06:00,35.00021,7068.01,5270.602,778.148,-981.61,Forecast
06/07/2019 06:30,48,7412.46,5397.044,806.246,-1151.37,Forecast
06/07/2019 07:00,52.52,7700.21,5839.428,786.302,-1027.03,Forecast
06/07/2019 07:30,58,7877.68,6190.784,715.156,-938.04,Forecast
06/07/2019 08:00,64.45762,8280.29,6614.004,776.906,-868.97,Forecast
06/07/2019 08:30,68,8571.03,7111.17,882.26,-567.98,Forecast
06/07/2019 09:00,73.79723,8691.67,7210.002,980.058,-490.58,Forecast
06/07/2019 09:30,73.36954,8725.44,7197.004,1040.266,-479.68,Forecast
06/07/2019 10:00,64.40996,8574.42,6935,1065.57,-565.73,Forecast
06/07/2019 10:30,58.02033,8436.61,6691.564,1074.646,-655.96,Forecast
06/07/2019 11:00,58.02028,8204.05,6378.729,1076.921,-729.07,Forecast
06/07/2019 11:30,52.52,7991.53,5778.425,1065.795,-1103.81,Forecast
06/07/2019 12:00,52.52,7797.22,5406.949,1053.051,-1281.23,Forecast
06/07/2019 12:30,47.99993,7645.91,5289.419,1045.201,-1255.03,Forecast
06/07/2019 13:00,35.00021,7534.99,5180.657,1031.893,-1266.9,Forecast
06/07/2019 13:30,35.00021,7457.32,5073.874,1017.786,-1312.05,Forecast
06/07/2019 14:00,35.00021,7430.67,5177.163,956.947,-1249.45,Forecast
06/07/2019 14:30,35.00021,7438.62,5355.295,899.865,-1143.05,Forecast
06/07/2019 15:00,52.52,7510.34,5645.948,851.532,-983.9,Forecast
06/07/2019 15:30,52.52,7624.67,6148.539,764.321,-695.06,Forecast
06/07/2019 16:00,58.47079,7847.52,6659.004,644.726,-536.01,Forecast
06/07/2019 16:30,68,8188.6,7155.563,575.157,-452.74,Forecast
06/07/2019 17:00,75.29789,8628.02,7843,500.35,-281.94,Forecast
06/07/2019 17:30,87,9098.9,8428.892,499.998,-167.68,Forecast
06/07/2019 18:00,99.4,9501.73,8870.683,516.367,-112.37,Forecast
06/07/2019 18:30,98,9575.21,9001.146,575.414,5.4,Forecast
06/07/2019 19:00,87,9469.21,9000.779,597.281,137.27,Forecast
06/07/2019 19:30,85.03,9329.89,8843.654,632.316,152.06,Forecast
06/07/2019 20:00,77.75,9178.58,8569.086,670.974,62.86,Forecast
06/07/2019 20:30,77.75,9064,8338.363,698.707,-24.76,Forecast
06/07/2019 21:00,74.33307,8938.3,8031.656,721.224,-184.03,Forecast
06/07/2019 21:30,71.3817,8775.81,7827.828,731.902,-215.71,Forecast
06/07/2019 22:00,69.00368,8645.48,7506.698,754.032,-381.74,Forecast
06/07/2019 22:30,69.46028,8537.68,7235.996,734.884,-558.82,Forecast
06/07/2019 23:00,63.48306,8382.33,7011.003,751.377,-607.48,Forecast
06/07/2019 23:30,59.28023,8238.93,6973.903,753.477,-502.22,Forecast
07/07/2019 00:00,58.02033,8064.25,6826.516,754.344,-479.48,Forecast
07/07/2019 00:30,58.02028,8042.58,6726.215,781.125,-530.78,Forecast
07/07/2019 01:00,52.52,7814.05,6314.998,770.242,-718.64,Forecast
07/07/2019 01:30,48,7584.17,5884.212,763.868,-916.54,Forecast
07/07/2019 02:00,52.52,7371.93,5507.073,758.707,-1077.73,Forecast
07/07/2019 02:30,48,7127.13,5033.245,745.825,-1303.28,Forecast
07/07/2019 03:00,35.00014,6916.46,4660.538,734.032,-1464,Forecast
07/07/2019 03:30,35.00014,6765.6,4465.88,715.18,-1521.57,Forecast
07/07/2019 04:00,35.00014,6676.54,4364.773,694.177,-1551.55,Forecast
